year,quarter,level,region,type,count,amount
2022,2,state,Nagaland,TOTAL,2031329,5740285349.020275
2022,2,state,Mizoram,TOTAL,643977,2003186567.1089382
2022,2,state,Chhattisgarh,TOTAL,116584048,181181677163.7799
2022,2,state,Jammu & Kashmir,TOTAL,23813747,46254290836.635826
2022,2,state,Goa,TOTAL,14216054,22873037759.520226
2022,2,state,Arunachal Pradesh,TOTAL,3556925,9131665374.225872
2022,2,state,Delhi,TOTAL,410634184,629855650458.2181
2022,2,state,Uttarakhand,TOTAL,58166878,88313371025.334
2022,3,state,Puducherry,TOTAL,7042727,10854317711.140945
2022,3,state,Tamil Nadu,TOTAL,393496175,631879220373.2378
2022,3,state,Uttar Pradesh,TOTAL,703589072,1121370050898.7214
2022,3,state,Madhya Pradesh,TOTAL,731259559,1032908494249.5833
2022,3,state,Andhra Pradesh,TOTAL,642855035,1385077409712.0752
2022,3,state,Tripura,TOTAL,4256579,8648352804.91115
2022,3,state,Lakshadweep,TOTAL,15241,47580009.61750026
2022,3,state,Manipur,TOTAL,6352742,15381430267.299776
2022,3,state,Maharashtra,TOTAL,1486389417,1947579187374.532
2022,3,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,6465621,7520647359.499438
2022,3,state,Meghalaya,TOTAL,4359165,9603300797.121542
2022,3,state,Andaman & Nicobar Islands,TOTAL,1584379,3310631772.137388
2022,3,state,Haryana,TOTAL,269361810,428054494578.0213
2022,3,state,Rajasthan,TOTAL,767541360,1238489256318.2175
2022,3,state,Ladakh,TOTAL,1190858,3605199350.373912
2022,3,state,Punjab,TOTAL,84177897,149319443006.3546
2022,3,state,Assam,TOTAL,86113811,161489079054.89807
2022,3,state,Jharkhand,TOTAL,146815332,229412884063.95636
2022,3,state,Odisha,TOTAL,386687326,564545557340.5428
2022,3,state,Bihar,TOTAL,437367385,791446486557.8687
2022,3,state,Kerala,TOTAL,119362904,162260419315.42975
2022,3,state,Karnataka,TOTAL,1189761328,1665918232610.94
2022,3,state,Chandigarh,TOTAL,13478173,20559757737.40586
2022,3,state,Telangana,TOTAL,1628165401,2706325865752.0645
2022,3,state,Himachal Pradesh,TOTAL,25164868,37380782688.54074
2022,3,state,West Bengal,TOTAL,356792388,704749898612.1294
2022,3,state,Gujarat,TOTAL,303239732,497437502209.44305
2022,3,state,Sikkim,TOTAL,2396758,5162880543.891459
2022,3,state,Nagaland,TOTAL,1894113,5364400495.050829
2022,3,state,Mizoram,TOTAL,659038,1946265612.067956
2022,3,state,Chhattisgarh,TOTAL,158252587,220161558081.9853
2022,3,state,Jammu & Kashmir,TOTAL,22534394,40963554502.24847
2022,3,state,Goa,TOTAL,13188687,19574265275.70635
2022,3,state,Arunachal Pradesh,TOTAL,3939418,9025110785.048618
2022,3,state,Delhi,TOTAL,475592161,677612647116.1133
2022,3,state,Uttarakhand,TOTAL,63996519,92641259938.36333
2022,4,state,Puducherry,TOTAL,7556127,11142204877.174492
2022,4,state,Tamil Nadu,TOTAL,436316636,675689667591.437
2022,4,state,Uttar Pradesh,TOTAL,836369071,1376378802069.4858
2022,4,state,Madhya Pradesh,TOTAL,898828268,1302999857548.291
2022,4,state,Andhra Pradesh,TOTAL,690017077,1424725083041.687
2022,4,state,Tripura,TOTAL,5198190,10452971818.154081
2022,4,state,Lakshadweep,TOTAL,17147,54813873.614936255
2022,4,state,Manipur,TOTAL,6428670,15625956698.341496
2022,4,state,Maharashtra,TOTAL,1688775272,2210470839617.1724
2022,4,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,7189585,8059640746.081128
2022,4,state,Meghalaya,TOTAL,3932448,8996541156.34871
2022,4,state,Andaman & Nicobar Islands,TOTAL,1987535,3984674404.428784
2022,4,state,Haryana,TOTAL,296648365,490490659880.10236
2022,4,state,Rajasthan,TOTAL,865574848,1456956699398.6523
2022,4,state,Ladakh,TOTAL,1083372,2894477572.6789374
2022,4,state,Punjab,TOTAL,91835180,168107427177.94028
2022,4,state,Assam,TOTAL,103981267,192653519187.54803
2022,4,state,Jharkhand,TOTAL,175300092,277971737448.5812
2022,4,state,Odisha,TOTAL,445714743,652217064523.9851
2022,4,state,Bihar,TOTAL,517084649,936012149674.8281
2022,4,state,Kerala,TOTAL,132960468,173559808599.71005
2022,4,state,Karnataka,TOTAL,1378910371,1904516622907.6313
2022,4,state,Chandigarh,TOTAL,17904840,27879754566.939415
2022,4,state,Telangana,TOTAL,1819506832,2978252562916.1367
2022,4,state,Himachal Pradesh,TOTAL,28555136,41779343232.37363
2022,4,state,West Bengal,TOTAL,405847597,787775633607.248
2022,4,state,Gujarat,TOTAL,341156018,567918305336.5343
2022,4,state,Sikkim,TOTAL,3058339,6458385389.419817
2022,4,state,Nagaland,TOTAL,2476205,6969966384.314047
2022,4,state,Mizoram,TOTAL,693774,2037911085.2630136
2022,4,state,Chhattisgarh,TOTAL,177960446,252519180810.47455
2022,4,state,Jammu & Kashmir,TOTAL,27316158,44315295915.49408
2022,4,state,Goa,TOTAL,17192674,24924986371.339146
2022,4,state,Arunachal Pradesh,TOTAL,4632709,9684909697.502243
2022,4,state,Delhi,TOTAL,515203457,744915016018.5759
2022,4,state,Uttarakhand,TOTAL,77983880,115496046831.35889
2023,1,state,Puducherry,TOTAL,10144295,14222388506.0
2023,1,state,Tamil Nadu,TOTAL,461212387,715583673518.0
2023,1,state,Uttar Pradesh,TOTAL,1002557722,1636936265372.0
2023,1,state,Madhya Pradesh,TOTAL,734566970,1062026599901.0
2023,1,state,Andhra Pradesh,TOTAL,1145532464,2249051316530.0
2023,1,state,Tripura,TOTAL,7118687,13288282891.0
2023,1,state,Lakshadweep,TOTAL,29520,85321961.0
2023,1,state,Manipur,TOTAL,3258383,8585564092.0
2023,1,state,Maharashtra,TOTAL,1848268499,2362285906059.0
2023,1,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,11803985,12614091200.0
2023,1,state,Meghalaya,TOTAL,4164705,10084840615.0
2023,1,state,Andaman & Nicobar Islands,TOTAL,2276392,4461528587.0
2023,1,state,Haryana,TOTAL,381318464,591150623736.0
2023,1,state,Rajasthan,TOTAL,921096686,1554913375850.0
2023,1,state,Ladakh,TOTAL,1567246,3849021298.0
2023,1,state,Punjab,TOTAL,96910821,175508676860.0
2023,1,state,Assam,TOTAL,113760638,212354167087.0
2023,1,state,Jharkhand,TOTAL,240458103,367371336021.0
2023,1,state,Odisha,TOTAL,482896088,753968977663.0
2023,1,state,Bihar,TOTAL,547831195,1039276959944.0
2023,1,state,Kerala,TOTAL,147621565,193637089677.0
2023,1,state,Karnataka,TOTAL,1844697189,2470227226317.0
2023,1,state,Chandigarh,TOTAL,9815605,12824894394.0
2023,1,state,Telangana,TOTAL,1440331458,2372581734284.0
2023,1,state,Himachal Pradesh,TOTAL,27301726,37740947734.0
2023,1,state,West Bengal,TOTAL,459278344,896883182555.0
2023,1,state,Gujarat,TOTAL,362511326,597826188806.0
2023,1,state,Sikkim,TOTAL,3396128,6762568022.0
2023,1,state,Nagaland,TOTAL,2685570,7814397854.0
2023,1,state,Mizoram,TOTAL,1052595,2955622739.0
2023,1,state,Chhattisgarh,TOTAL,214748957,301088936459.0
2023,1,state,Jammu & Kashmir,TOTAL,38927244,55921747581.0
2023,1,state,Goa,TOTAL,24195070,35096965775.0
2023,1,state,Arunachal Pradesh,TOTAL,8042825,16394578454.0
2023,1,state,Delhi,TOTAL,409753103,611403109580.0
2023,1,state,Uttarakhand,TOTAL,79385675,107179907585.0
2023,2,state,Puducherry,TOTAL,11130326,15386733257.0
2023,2,state,Tamil Nadu,TOTAL,498429638,776362551015.0
2023,2,state,Uttar Pradesh,TOTAL,1211410582,1836622076526.0
2023,2,state,Madhya Pradesh,TOTAL,848037060,1202440949508.0
2023,2,state,Andhra Pradesh,TOTAL,1305656964,2506039086916.0
2023,2,state,Tripura,TOTAL,7929543,13919130082.0
2023,2,state,Lakshadweep,TOTAL,34918,97987438.0
2023,2,state,Manipur,TOTAL,1606271,4463876653.0
2023,2,state,Maharashtra,TOTAL,2063717848,2606004606468.0
2023,2,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,13357115,13750538188.0
2023,2,state,Meghalaya,TOTAL,5077212,11084506486.0
2023,2,state,Andaman & Nicobar Islands,TOTAL,2707775,4990344236.0
2023,2,state,Haryana,TOTAL,457536190,661742128636.0
2023,2,state,Rajasthan,TOTAL,1073459338,1698455586300.0
2023,2,state,Ladakh,TOTAL,2943815,7191103886.0
2023,2,state,Punjab,TOTAL,117290289,194181575454.0
2023,2,state,Assam,TOTAL,138290953,235110788783.0
2023,2,state,Jharkhand,TOTAL,289233893,422214727508.0
2023,2,state,Odisha,TOTAL,544597829,799332054104.0
2023,2,state,Bihar,TOTAL,683933094,1226046745390.0
2023,2,state,Kerala,TOTAL,156170617,207796670985.0
2023,2,state,Karnataka,TOTAL,2067867526,2777599098830.0
2023,2,state,Chandigarh,TOTAL,11553687,14414408750.0
2023,2,state,Telangana,TOTAL,1665430971,2698149935008.0
2023,2,state,Himachal Pradesh,TOTAL,35061595,46875063718.0
2023,2,state,West Bengal,TOTAL,545317686,1009315106972.0
2023,2,state,Gujarat,TOTAL,416922553,645407208525.0
2023,2,state,Sikkim,TOTAL,4412967,8580350436.0
2023,2,state,Nagaland,TOTAL,2922001,8021399310.0
2023,2,state,Mizoram,TOTAL,1208930,3191806576.0
2023,2,state,Chhattisgarh,TOTAL,249931636,333156846754.0
2023,2,state,Jammu & Kashmir,TOTAL,54588299,76530005380.0
2023,2,state,Goa,TOTAL,26530590,38412206943.0
2023,2,state,Arunachal Pradesh,TOTAL,10360488,19805698664.0
2023,2,state,Delhi,TOTAL,482138998,661728515657.0
2023,2,state,Uttarakhand,TOTAL,102758214,134072872398.0
2023,3,state,Puducherry,TOTAL,12379641,16444491839.0
2023,3,state,Tamil Nadu,TOTAL,556085008,833105264698.0
2023,3,state,Uttar Pradesh,TOTAL,1354622466,1861748362006.0
2023,3,state,Madhya Pradesh,TOTAL,978812593,1237821998249.0
2023,3,state,Andhra Pradesh,TOTAL,1475164403,2653414098098.0
2023,3,state,Tripura,TOTAL,9108762,15249223330.0
2023,3,state,Lakshadweep,TOTAL,43757,94527061.0
2023,3,state,Manipur,TOTAL,865478,3608286601.0
2023,3,state,Maharashtra,TOTAL,2290678587,2752172184241.0
2023,3,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,15370328,15096066463.0
2023,3,state,Meghalaya,TOTAL,6029842,11406633080.0
2023,3,state,Andaman & Nicobar Islands,TOTAL,3098376,5211596791.0
2023,3,state,Haryana,TOTAL,501519478,677491980740.0
2023,3,state,Rajasthan,TOTAL,1237232167,1800225443616.0
2023,3,state,Ladakh,TOTAL,3621366,8250572243.0
2023,3,state,Punjab,TOTAL,132161181,205225582737.0
2023,3,state,Assam,TOTAL,167575351,244058014402.0
2023,3,state,Jharkhand,TOTAL,318237426,418384424020.0
2023,3,state,Odisha,TOTAL,622397603,840298338124.0
2023,3,state,Bihar,TOTAL,734238751,1148153363366.0
2023,3,state,Kerala,TOTAL,170658651,220332613329.0
2023,3,state,Karnataka,TOTAL,2369262302,2985880895587.0
2023,3,state,Chandigarh,TOTAL,13052165,15426783311.0
2023,3,state,Telangana,TOTAL,1875045924,2870202901073.0
2023,3,state,Himachal Pradesh,TOTAL,33337054,41854571637.0
2023,3,state,West Bengal,TOTAL,632093191,1071548606382.0
2023,3,state,Gujarat,TOTAL,479303590,707737036450.0
2023,3,state,Sikkim,TOTAL,4804937,8107237421.0
2023,3,state,Nagaland,TOTAL,3422331,8616299673.0
2023,3,state,Mizoram,TOTAL,1310413,3106130235.0
2023,3,state,Chhattisgarh,TOTAL,283492657,350379679526.0
2023,3,state,Jammu & Kashmir,TOTAL,63903579,86016148426.0
2023,3,state,Goa,TOTAL,26999728,37375179974.0
2023,3,state,Arunachal Pradesh,TOTAL,12802433,21127391086.0
2023,3,state,Delhi,TOTAL,546706983,708199251438.0
2023,3,state,Uttarakhand,TOTAL,106284687,128762398121.0
2023,4,state,Puducherry,TOTAL,12986163,17024510550.0
2023,4,state,Tamil Nadu,TOTAL,593481381,872870665005.0
2023,4,state,Uttar Pradesh,TOTAL,1566705382,2257441161652.0
2023,4,state,Madhya Pradesh,TOTAL,1102294613,1426502880687.0
2023,4,state,Andhra Pradesh,TOTAL,1596987426,2802514977823.0
2023,4,state,Tripura,TOTAL,10140910,16819896794.0
2023,4,state,Lakshadweep,TOTAL,63479,119831383.0
2023,4,state,Manipur,TOTAL,2113200,6800325298.0
2023,4,state,Maharashtra,TOTAL,2572162725,3098014934958.0
2023,4,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,18302373,17558059967.0
2023,4,state,Meghalaya,TOTAL,7268384,13873058692.0
2023,4,state,Andaman & Nicobar Islands,TOTAL,3695783,6269552499.0
2023,4,state,Haryana,TOTAL,554748233,782270484600.0
2023,4,state,Rajasthan,TOTAL,1349472154,2066379607801.0
2023,4,state,Ladakh,TOTAL,3150218,6942986945.0
2023,4,state,Punjab,TOTAL,142228995,231139462165.0
2023,4,state,Assam,TOTAL,193752157,285603636931.0
2023,4,state,Jharkhand,TOTAL,374538362,498720104925.0
2023,4,state,Odisha,TOTAL,732137476,978791865637.0
2023,4,state,Bihar,TOTAL,924427274,1434735808415.0
2023,4,state,Kerala,TOTAL,179843093,224985321465.0
2023,4,state,Karnataka,TOTAL,2564434164,3241376424383.0
2023,4,state,Chandigarh,TOTAL,13280078,16281223001.0
2023,4,state,Telangana,TOTAL,2020822178,3116417474765.0
2023,4,state,Himachal Pradesh,TOTAL,38651839,48280246564.0
2023,4,state,West Bengal,TOTAL,737953238,1249394976078.0
2023,4,state,Gujarat,TOTAL,534115578,795087199074.0
2023,4,state,Sikkim,TOTAL,4857324,8590608471.0
2023,4,state,Nagaland,TOTAL,3797179,9674575422.0
2023,4,state,Mizoram,TOTAL,1500728,3540840283.0
2023,4,state,Chhattisgarh,TOTAL,321876332,403985034545.0
2023,4,state,Jammu & Kashmir,TOTAL,69167132,93070141760.0
2023,4,state,Goa,TOTAL,33460978,44287671557.0
2023,4,state,Arunachal Pradesh,TOTAL,14617742,24128799794.0
2023,4,state,Delhi,TOTAL,598150746,799649719349.0
2023,4,state,Uttarakhand,TOTAL,118071440,148083447262.0
2024,1,state,Puducherry,TOTAL,13446950,17386481977.0
2024,1,state,Tamil Nadu,TOTAL,640327197,913861111062.0
2024,1,state,Uttar Pradesh,TOTAL,1785296948,2477543106639.0
2024,1,state,Madhya Pradesh,TOTAL,1286156614,1625420229864.0
2024,1,state,Andhra Pradesh,TOTAL,1755428485,3012725669749.0
2024,1,state,Tripura,TOTAL,11042639,17752189374.0
2024,1,state,Lakshadweep,TOTAL,81176,130052381.0
2024,1,state,Manipur,TOTAL,3845564,9242973323.0
2024,1,state,Maharashtra,TOTAL,2835770481,3372898894856.0
2024,1,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,21115009,19519196325.0
2024,1,state,Meghalaya,TOTAL,8531262,15629304658.0
2024,1,state,Andaman & Nicobar Islands,TOTAL,4184920,6859151835.0
2024,1,state,Haryana,TOTAL,604293500,806788219232.0
2024,1,state,Rajasthan,TOTAL,1599474007,2350500173790.0
2024,1,state,Ladakh,TOTAL,2987101,6085390661.0
2024,1,state,Punjab,TOTAL,142537179,223303420322.0
2024,1,state,Assam,TOTAL,221525056,321183906030.0
2024,1,state,Jharkhand,TOTAL,426759095,559720237073.0
2024,1,state,Odisha,TOTAL,864178452,1156388722536.0
2024,1,state,Bihar,TOTAL,1078734783,1637736864896.0
2024,1,state,Kerala,TOTAL,181463966,227077974738.0
2024,1,state,Karnataka,TOTAL,2796439155,3485248654506.0
2024,1,state,Chandigarh,TOTAL,13155173,15842176181.0
2024,1,state,Telangana,TOTAL,2179385307,3203769301073.0
2024,1,state,Himachal Pradesh,TOTAL,39520561,47884231339.0
2024,1,state,West Bengal,TOTAL,836408587,1422025506833.0
2024,1,state,Gujarat,TOTAL,606576671,871619464924.0
2024,1,state,Sikkim,TOTAL,5820146,9455721523.0
2024,1,state,Nagaland,TOTAL,4258924,10044915308.0
2024,1,state,Mizoram,TOTAL,1627016,3630096730.0
2024,1,state,Chhattisgarh,TOTAL,366176684,463009809901.0
2024,1,state,Jammu & Kashmir,TOTAL,75116355,93960928941.0
2024,1,state,Goa,TOTAL,35013987,45351900260.0
2024,1,state,Arunachal Pradesh,TOTAL,16406414,26047044476.0
2024,1,state,Delhi,TOTAL,650734058,832514031113.0
2024,1,state,Uttarakhand,TOTAL,123234577,150276835263.0
2024,2,state,Puducherry,TOTAL,14564895,18242009736.0
2024,2,state,Tamil Nadu,TOTAL,705083686,985151149866.0
2024,2,state,Uttar Pradesh,TOTAL,2135538658,2704223360067.0
2024,2,state,Madhya Pradesh,TOTAL,1435472057,1779679946627.0
2024,2,state,Andhra Pradesh,TOTAL,1930122300,3181922420088.0
2024,2,state,Tripura,TOTAL,12787547,18137431068.0
2024,2,state,Lakshadweep,TOTAL,109085,146212841.0
2024,2,state,Manipur,TOTAL,5063324,10898000793.0
2024,2,state,Maharashtra,TOTAL,3063494802,3573189333587.0
2024,2,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,23393115,20328992711.0
2024,2,state,Meghalaya,TOTAL,11089661,16794614094.0
2024,2,state,Andaman & Nicobar Islands,TOTAL,4653224,7295780330.0
2024,2,state,Haryana,TOTAL,738553925,905444595600.0
2024,2,state,Rajasthan,TOTAL,1818855106,2497094537924.0
2024,2,state,Ladakh,TOTAL,5327359,10125723348.0
2024,2,state,Punjab,TOTAL,171946137,244435036984.0
2024,2,state,Assam,TOTAL,271327087,345308670210.0
2024,2,state,Jharkhand,TOTAL,499685871,620115922491.0
2024,2,state,Odisha,TOTAL,944027735,1164839284001.0
2024,2,state,Bihar,TOTAL,1313888385,1886846564676.0
2024,2,state,Kerala,TOTAL,194872467,242003822595.0
2024,2,state,Karnataka,TOTAL,3042012848,3785034703438.0
2024,2,state,Chandigarh,TOTAL,15940973,17556903812.0
2024,2,state,Telangana,TOTAL,2417264357,3461542433312.0
2024,2,state,Himachal Pradesh,TOTAL,52583801,59849740702.0
2024,2,state,West Bengal,TOTAL,980480707,1547343815564.0
2024,2,state,Gujarat,TOTAL,690395153,910625046933.0
2024,2,state,Sikkim,TOTAL,7188322,11296518155.0
2024,2,state,Nagaland,TOTAL,5598700,11012913096.0
2024,2,state,Mizoram,TOTAL,1977079,3798477640.0
2024,2,state,Chhattisgarh,TOTAL,412047705,496313432419.0
2024,2,state,Jammu & Kashmir,TOTAL,108179014,129061756911.0
2024,2,state,Goa,TOTAL,37000806,47454830712.0
2024,2,state,Arunachal Pradesh,TOTAL,19478372,29706351630.0
2024,2,state,Delhi,TOTAL,777540400,896917676180.0
2024,2,state,Uttarakhand,TOTAL,158564982,180612915790.0
2024,3,state,Puducherry,TOTAL,16008711,19535004396.0
2024,3,state,Tamil Nadu,TOTAL,778536701,1050779594821.0
2024,3,state,Uttar Pradesh,TOTAL,2285955833,2717475205234.0
2024,3,state,Madhya Pradesh,TOTAL,1537738457,1761082466531.0
2024,3,state,Andhra Pradesh,TOTAL,2091371362,3226645607489.0
2024,3,state,Tripura,TOTAL,14400581,19948846189.0
2024,3,state,Lakshadweep,TOTAL,157478,192408087.0
2024,3,state,Manipur,TOTAL,5700096,11671516831.0
2024,3,state,Maharashtra,TOTAL,3287403995,3687268662139.0
2024,3,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,25446270,21564631566.0
2024,3,state,Meghalaya,TOTAL,12110124,16292956696.0
2024,3,state,Andaman & Nicobar Islands,TOTAL,5279250,7663845009.0
2024,3,state,Haryana,TOTAL,794940220,923206681798.0
2024,3,state,Rajasthan,TOTAL,1935405035,2472257715905.0
2024,3,state,Ladakh,TOTAL,6913885,12652871712.0
2024,3,state,Punjab,TOTAL,187554720,256116156529.0
2024,3,state,Assam,TOTAL,295345591,333558308550.0
2024,3,state,Jharkhand,TOTAL,522575883,609909540592.0
2024,3,state,Odisha,TOTAL,1023940349,1177233944634.0
2024,3,state,Bihar,TOTAL,1352876223,1780280473339.0
2024,3,state,Kerala,TOTAL,214695458,258302031309.0
2024,3,state,Karnataka,TOTAL,3261134095,3907202566484.0
2024,3,state,Chandigarh,TOTAL,17708385,19259257876.0
2024,3,state,Telangana,TOTAL,2610137835,3551316976598.0
2024,3,state,Himachal Pradesh,TOTAL,49737549,56615941598.0
2024,3,state,West Bengal,TOTAL,1084916445,1607643782237.0
2024,3,state,Gujarat,TOTAL,757441250,963551388101.0
2024,3,state,Sikkim,TOTAL,7713781,10569829072.0
2024,3,state,Nagaland,TOTAL,6981635,12281315168.0
2024,3,state,Mizoram,TOTAL,2360206,3923888231.0
2024,3,state,Chhattisgarh,TOTAL,443640102,497360133758.0
2024,3,state,Jammu & Kashmir,TOTAL,119555288,144470345977.0
2024,3,state,Goa,TOTAL,36762111,45913528012.0
2024,3,state,Arunachal Pradesh,TOTAL,24447142,31601956705.0
2024,3,state,Delhi,TOTAL,844844523,958203383588.0
2024,3,state,Uttarakhand,TOTAL,159278815,173414867549.0
2024,4,state,Puducherry,TOTAL,16559677,19965392547.0
2024,4,state,Tamil Nadu,TOTAL,820423888,1087632875606.0
2024,4,state,Uttar Pradesh,TOTAL,2544890265,3214106522459.0
2024,4,state,Madhya Pradesh,TOTAL,1685401835,2003305068845.0
2024,4,state,Andhra Pradesh,TOTAL,2296445544,3452015568966.0
2024,4,state,Tripura,TOTAL,15945159,22409905268.0
2024,4,state,Lakshadweep,TOTAL,197777,247756681.0
2024,4,state,Manipur,TOTAL,5750423,12061708556.0
2024,4,state,Maharashtra,TOTAL,3634231839,4151028450887.0
2024,4,state,Dadra & Nagar Haveli & Daman & Diu,TOTAL,28463700,23945221461.0
2024,4,state,Meghalaya,TOTAL,14166380,19674927433.0
2024,4,state,Andaman & Nicobar Islands,TOTAL,6063900,8920944773.0
2024,4,state,Haryana,TOTAL,841394290,1031959359354.0
2024,4,state,Rajasthan,TOTAL,2043469547,2793049371408.0
2024,4,state,Ladakh,TOTAL,5711284,10854417654.0
2024,4,state,Punjab,TOTAL,199509220,289125652032.0
2024,4,state,Assam,TOTAL,332441531,382786405959.0
2024,4,state,Jharkhand,TOTAL,586904686,704010501034.0
2024,4,state,Odisha,TOTAL,1143097568,1305457593239.0
2024,4,state,Bihar,TOTAL,1559667675,2098927476047.0
2024,4,state,Kerala,TOTAL,233112441,273639970566.0
2024,4,state,Karnataka,TOTAL,3455056424,4151819803822.0
2024,4,state,Chandigarh,TOTAL,18528444,20501385889.0
2024,4,state,Telangana,TOTAL,2822451603,3859050535418.0
2024,4,state,Himachal Pradesh,TOTAL,53798398,63736996234.0
2024,4,state,West Bengal,TOTAL,1227135682,1810100029406.0
2024,4,state,Gujarat,TOTAL,827374966,1076014501422.0
2024,4,state,Sikkim,TOTAL,8916870,12641101398.0
2024,4,state,Nagaland,TOTAL,7921552,13959098676.0
2024,4,state,Mizoram,TOTAL,2702443,4461162922.0
2024,4,state,Chhattisgarh,TOTAL,500655404,576828444625.0
2024,4,state,Jammu & Kashmir,TOTAL,126261217,160950980732.0
2024,4,state,Goa,TOTAL,46131536,56562589543.0
2024,4,state,Arunachal Pradesh,TOTAL,26793457,35079886873.0
2024,4,state,Delhi,TOTAL,910543082,1057060485903.0
2024,4,state,Uttarakhand,TOTAL,171136132,194908790959.0
